GB	FGN
GB51852	FBgn0037336
GB51853	NA
GB51854	NA
GB51855	NA
GB51857	NA
GB51859	NA
GB51861	NA
GB51863	FBgn0264078
GB51865	NA
GB51866	FBgn0261108
GB51867	FBgn0011327
GB51869	NA
GB51870	NA
GB51874	NA
GB51878	NA
GB51879	NA
GB51881	NA
GB51883	FBgn0033935
GB51884	FBgn0029882
GB51885	NA
GB51886	NA
GB51887	NA
GB51888	NA
GB51889	FBgn0260855
GB51892	NA
GB51893	FBgn0030321
GB51894	NA
GB51895	FBgn0040372
GB51896	NA
GB51897	FBgn0263111
GB51898	NA
GB51899	NA
GB51900	FBgn0038746
GB51901	FBgn0025835
GB51902	NA
GB51903	FBgn0263997
GB51904	FBgn0000611
GB51905	NA
GB51906	NA
GB51908	FBgn0039799
GB51909	NA
GB51910	FBgn0032169
GB51911	FBgn0030406
GB51912	FBgn0052654
GB51913	FBgn0034299
GB51914	NA
GB51915	NA
GB51916	FBgn0035385
GB51917	FBgn0026718
GB51918	NA
GB51919	NA
GB51920	NA
GB51927	NA
GB51930	FBgn0037766
GB51931	NA
GB51932	NA
GB51933	NA
GB51934	NA
GB51935	NA
GB51936	NA
GB51937	FBgn0015949
GB51938	FBgn0039354
GB51939	NA
GB51940	NA
GB51941	NA
GB51943	FBgn0039505
GB51944	NA
GB51945	NA
GB51946	NA
GB51947	FBgn0259821
GB51948	NA
GB51949	NA
GB51953	NA
GB51954	NA
GB51955	FBgn0040066
GB51956	FBgn0011230
GB51957	FBgn0030931
GB51958	NA
GB51960	NA
GB51962	FBgn0053179
GB51963	FBgn0034351
GB51964	FBgn0030555
GB51965	NA
GB51966	FBgn0038968
GB51967	FBgn0086898
GB51968	FBgn0031536
GB51969	NA
GB51970	NA
GB51972	NA
GB51973	FBgn0039219
GB51974	NA
GB51977	NA
GB51978	FBgn0050476
GB51979	NA
GB51983	NA
GB51984	FBgn0027375
GB51985	NA
GB51986	NA
GB51987	NA
GB51988	NA
GB51989	NA
GB51990	NA
GB51991	FBgn0034763
GB51993	FBgn0035592
GB51994	FBgn0010590
GB51995	FBgn0017448
GB51996	FBgn0035866
GB51997	FBgn0063670
GB51998	FBgn0034976
GB51999	FBgn0027088
GB52000	NA
GB52001	NA
GB52002	NA
GB52004	NA
GB52005	NA
GB52006	NA
GB52007	FBgn0036967
GB52008	FBgn0010812
GB52009	FBgn0051229
GB52010	FBgn0001341
GB52011	NA
GB52012	FBgn0036124
GB52013	FBgn0039358
GB52014	NA
GB52015	NA
GB52016	NA
GB52017	NA
GB52018	NA
GB52019	NA
GB52020	NA
GB52021	FBgn0261811
GB52022	NA
GB52023	FBgn0000473
GB52024	NA
GB52025	FBgn0027570
GB52026	NA
GB52027	NA
GB52028	FBgn0000556
GB52029	FBgn0029629
GB52030	FBgn0037081
GB52031	NA
GB52033	FBgn0261258
GB52034	NA
GB52035	NA
GB52036	NA
GB52037	FBgn0261872
GB52038	NA
GB52039	NA
GB52040	NA
GB52041	NA
GB52042	NA
GB52043	FBgn0263738
GB52044	NA
GB52045	NA
GB52046	FBgn0029955
GB52047	NA
GB52048	NA
GB52049	NA
GB52050	NA
GB52052	FBgn0029690
GB52053	NA
GB52054	NA
GB52055	NA
GB52056	FBgn0262735
GB52057	FBgn0030855
GB52058	FBgn0003607
GB52059	FBgn0039797
GB52060	FBgn0011710
GB52061	FBgn0028360
GB52062	NA
GB52063	NA
GB52064	NA
GB52065	NA
GB52067	NA
GB52068	NA
GB52069	NA
GB52070	FBgn0260224
GB52071	FBgn0039405
GB52072	FBgn0036157
GB52073	FBgn0261955
GB52074	FBgn0004654
GB52075	FBgn0035526
GB52077	FBgn0003068
GB52078	FBgn0003068
GB52079	FBgn0031006
GB52080	FBgn0034794
GB52081	NA
GB52082	FBgn0261244
GB52083	NA
GB52084	NA
GB52085	FBgn0263510
GB52086	NA
GB52087	FBgn0029821
GB52088	NA
GB52089	NA
GB52090	FBgn0025679
GB52091	FBgn0003559
GB52092	NA
GB52093	FBgn0000636
GB52094	NA
GB52095	NA
GB52096	NA
GB52097	FBgn0058006
GB52098	FBgn0261671
GB52099	NA
GB52100	NA
GB52101	FBgn0035610
GB52102	FBgn0261597
GB52103	FBgn0003495
GB52104	FBgn0039479
GB52105	NA
GB52106	FBgn0003719
GB52107	FBgn0003884
GB52108	NA
GB52109	NA
GB52110	NA
GB52111	NA
GB52112	NA
GB52113	NA
GB52114	FBgn0262139
GB52115	FBgn0025456
GB52116	FBgn0002579
GB52117	NA
GB52118	FBgn0037816
GB52119	NA
GB52120	FBgn0031479
GB52121	FBgn0031977
GB52122	NA
GB52123	FBgn0032679
GB52124	NA
GB52125	NA
GB52126	NA
GB52127	NA
GB52128	NA
GB52129	NA
GB52130	NA
GB52131	NA
GB52132	NA
GB52133	FBgn0025679
GB52134	NA
GB52139	NA
GB52140	FBgn0259986
GB52144	NA
GB52145	NA
GB52146	NA
GB52147	NA
GB52148	NA
GB52149	NA
GB52150	NA
GB52151	FBgn0015000
GB52152	FBgn0034894
GB52153	FBgn0023527
GB52154	FBgn0027296
GB52155	NA
GB52156	NA
GB52157	NA
GB52158	NA
GB52159	NA
GB52160	NA
GB52161	FBgn0000551
GB52162	NA
GB52163	NA
GB52164	FBgn0263237
GB52165	NA
GB52166	NA
GB52167	NA
GB52168	FBgn0040234
GB52169	NA
GB52170	NA
GB52171	FBgn0259109
GB52172	FBgn0259109
GB52173	NA
GB52174	NA
GB52175	NA
GB52176	NA
GB52177	NA
GB52179	FBgn0015663
GB52180	NA
GB52181	NA
GB52182	NA
GB52183	FBgn0031347
GB52184	NA
GB52185	NA
GB52186	NA
GB52187	NA
GB52188	NA
GB52189	FBgn0037989
GB52190	FBgn0038811
GB52191	FBgn0051217
GB52192	FBgn0016983
GB52193	FBgn0016983
GB52194	NA
GB52195	FBgn0033739
GB52196	NA
GB52197	NA
GB52198	FBgn0050183
GB52199	NA
GB52201	NA
GB52202	FBgn0000551
GB52203	FBgn0000551
GB52204	NA
GB52205	NA
GB52206	NA
GB52208	FBgn0039869
GB52209	NA
GB52210	FBgn0037980
GB52211	FBgn0263603
GB52212	FBgn0003941
GB52213	FBgn0035798
GB52214	NA
GB52215	NA
GB52216	NA
GB52218	NA
GB52219	NA
GB52220	FBgn0023171
GB52222	NA
GB52224	NA
GB52228	NA
GB52229	NA
GB52230	NA
GB52235	NA
GB52236	NA
GB52237	NA
GB52238	NA
GB52239	FBgn0053555
GB52241	NA
GB52242	NA
GB52244	NA
GB52245	NA
GB52246	FBgn0039215
GB52247	NA
GB52248	NA
GB52249	NA
GB52250	FBgn0260390
GB52251	FBgn0020513
GB52252	FBgn0011758
GB52253	NA
GB52254	FBgn0027507
GB52255	FBgn0033235
GB52256	FBgn0064225
GB52257	NA
GB52258	FBgn0033527
GB52259	FBgn0031093
GB52260	FBgn0004901
GB52261	FBgn0033379
GB52262	FBgn0032986
GB52266	FBgn0004598
GB52267	NA
GB52268	NA
GB52269	NA
GB52270	NA
GB52272	NA
GB52275	FBgn0029831
GB52276	NA
GB52277	NA
GB52278	FBgn0014141
GB52279	FBgn0038975
GB52280	FBgn0038975
GB52281	NA
GB52282	FBgn0039691
GB52283	FBgn0035965
GB52284	NA
GB52285	FBgn0037305
GB52287	NA
GB52288	NA
GB52289	NA
GB52290	FBgn0034002
GB52291	FBgn0259878
GB52292	FBgn0259878
GB52293	FBgn0023545
GB52294	NA
GB52295	NA
GB52296	NA
GB52297	NA
GB52298	NA
GB52299	NA
GB52301	NA
GB52302	NA
GB52303	NA
GB52304	NA
GB52305	NA
GB52306	FBgn0015477
GB52307	NA
GB52308	NA
GB52309	NA
GB52310	NA
GB52311	NA
GB52312	NA
GB52313	NA
GB52314	FBgn0026431
GB52315	FBgn0031534
GB52316	NA
GB52317	NA
GB52318	NA
GB52319	NA
GB52320	FBgn0029799
GB52321	FBgn0261561
GB52322	FBgn0037743
GB52323	FBgn0037555
GB52324	FBgn0011293
GB52325	FBgn0086916
GB52326	FBgn0011293
GB52328	FBgn0003892
GB52329	NA
GB52330	NA
GB52331	FBgn0000560
GB52332	NA
GB52333	NA
GB52334	NA
GB52336	NA
GB52338	NA
GB52339	NA
GB52340	NA
GB52341	FBgn0013987
GB52342	NA
GB52343	NA
GB52344	NA
GB52345	FBgn0011573
GB52346	FBgn0250786
GB52347	FBgn0037298
GB52348	FBgn0003162
GB52349	FBgn0261850
GB52350	NA
GB52351	FBgn0010786
GB52352	FBgn0033890
GB52353	FBgn0034479
GB52354	NA
GB52355	NA
GB52356	FBgn0025391
GB52357	NA
GB52359	NA
GB52360	FBgn0034886
GB52361	NA
GB52362	NA
GB52363	FBgn0034473
GB52364	FBgn0026389
GB52365	NA
GB52366	NA
GB52367	NA
GB52368	NA
GB52369	NA
GB52370	NA
GB52371	NA
GB52372	NA
GB52373	NA
GB52374	NA
GB52375	NA
GB52376	NA
GB52377	NA
GB52378	NA
GB52379	NA
GB52380	NA
GB52381	NA
GB52382	NA
GB52383	NA
GB52384	NA
GB52385	NA
GB52386	FBgn0026399
GB52387	FBgn0041622
GB52388	NA
GB52389	NA
GB52390	FBgn0026399
GB52391	NA
GB52392	FBgn0026399
GB52393	NA
GB52394	NA
GB52395	FBgn0026399
GB52396	FBgn0026391
GB52397	FBgn0026399
GB52398	FBgn0026399
GB52399	FBgn0026399
GB52400	FBgn0026399
GB52401	NA
GB52402	FBgn0026399
GB52403	FBgn0026399
GB52404	FBgn0026399
GB52405	FBgn0026399
GB52406	NA
GB52407	FBgn0026399
GB52408	FBgn0026399
GB52409	NA
GB52410	NA
GB52411	NA
GB52412	FBgn0026399
GB52413	FBgn0036009
GB52414	NA
GB52415	NA
GB52416	NA
GB52417	FBgn0034786
GB52418	NA
GB52419	NA
GB52420	FBgn0031026
GB52421	FBgn0002552
GB52422	FBgn0039385
GB52423	NA
GB52424	FBgn0023023
GB52425	NA
GB52426	FBgn0031759
GB52427	FBgn0024238
GB52428	FBgn0037126
GB52429	NA
GB52430	NA
GB52431	NA
GB52432	FBgn0027596
GB52433	FBgn0260857
GB52434	FBgn0032408
GB52435	FBgn0025725
GB52436	FBgn0039904
GB52437	FBgn0260635
GB52438	FBgn0013334
GB52439	FBgn0017549
GB52440	NA
GB52441	NA
GB52442	NA
GB52443	NA
GB52444	NA
GB52445	NA
GB52446	FBgn0020300
GB52447	FBgn0036780
GB52448	FBgn0036781
GB52449	NA
GB52450	NA
GB52451	NA
GB52452	NA
GB52453	FBgn0263864
GB52454	FBgn0037714
GB52455	NA
GB52456	FBgn0029756
GB52457	FBgn0003545
GB52458	FBgn0031217
GB52460	NA
GB52461	NA
GB52462	NA
GB52463	NA
GB52464	NA
GB52465	NA
GB52466	NA
GB52467	NA
GB52468	FBgn0036728
GB52469	FBgn0029095
GB52470	FBgn0050105
GB52472	FBgn0023081
GB52473	FBgn0037141
GB52474	NA
GB52475	NA
GB52477	NA
GB52479	NA
GB52481	NA
GB52484	NA
GB52485	NA
GB52486	NA
GB52488	NA
GB52489	FBgn0034882
GB52490	NA
GB52492	NA
GB52493	NA
GB52494	NA
GB52495	NA
GB52496	NA
GB52497	FBgn0036928
GB52498	FBgn0033162
GB52499	FBgn0033055
GB52500	FBgn0003062
GB52501	NA
GB52502	NA
GB52503	FBgn0036038
GB52504	FBgn0031725
GB52505	NA
GB52506	NA
GB52507	FBgn0036735
GB52508	NA
GB52510	FBgn0030869
GB52511	FBgn0035035
GB52512	FBgn0035422
GB52513	FBgn0015374
GB52514	FBgn0035517
GB52515	NA
GB52516	FBgn0000617
GB52517	FBgn0034951
GB52518	NA
GB52519	NA
GB52520	FBgn0034345
GB52521	NA
GB52522	NA
GB52523	NA
GB52524	NA
GB52525	FBgn0032248
GB52526	FBgn0028692
GB52527	NA
GB52528	NA
GB52529	FBgn0011570
GB52530	FBgn0033428
GB52531	FBgn0034967
GB52532	FBgn0036622
GB52536	FBgn0033698
GB52537	FBgn0034618
GB52538	NA
GB52539	NA
GB52540	NA
GB52541	FBgn0027582
GB52542	FBgn0017448
GB52543	FBgn0017448
GB52545	NA
GB52546	NA
GB52547	NA
GB52548	NA
GB52549	NA
GB52550	NA
GB52551	NA
GB52552	NA
GB52553	FBgn0035379
GB52554	NA
GB52555	FBgn0263392
GB52557	FBgn0033460
GB52558	FBgn0260237
GB52559	FBgn0037689
GB52560	FBgn0015527
GB52562	NA
GB52563	FBgn0000212
GB52565	NA
GB52567	FBgn0086895
GB52568	FBgn0030061
GB52569	FBgn0031428
GB52570	NA
GB52571	NA
GB52573	NA
GB52574	FBgn0038651
GB52575	FBgn0038651
GB52576	FBgn0034542
GB52577	FBgn0038608
GB52578	FBgn0037251
GB52579	NA
GB52582	NA
GB52583	NA
GB52584	NA
GB52585	NA
GB52587	NA
GB52588	FBgn0051040
GB52589	NA
GB52590	FBgn0027571
GB52591	NA
GB52592	NA
GB52593	NA
GB52594	NA
GB52595	FBgn0029824
GB52596	FBgn0002962
GB52597	NA
GB52598	FBgn0032213
GB52599	NA
GB52600	FBgn0031632
GB52601	NA
GB52602	NA
GB52603	NA
GB52604	FBgn0013764
GB52605	NA
GB52609	NA
GB52610	NA
GB52611	FBgn0034606
GB52612	FBgn0024364
GB52613	NA
GB52614	FBgn0261573
GB52616	FBgn0037644
GB52617	NA
GB52618	FBgn0038744
GB52619	FBgn0038324
GB52620	NA
GB52621	FBgn0264326
GB52622	NA
GB52623	NA
GB52624	NA
GB52625	FBgn0003118
GB52626	NA
GB52627	FBgn0010309
GB52628	FBgn0001222
GB52629	NA
GB52630	FBgn0036101
GB52631	FBgn0003495
GB52632	FBgn0025115
GB52633	NA
GB52634	NA
GB52635	NA
GB52636	NA
GB52637	FBgn0044823
GB52638	NA
GB52639	FBgn0025613
GB52640	FBgn0033337
GB52641	FBgn0031143
GB52642	FBgn0030251
GB52643	FBgn0030251
GB52644	FBgn0016119
GB52645	FBgn0037737
GB52646	FBgn0260398
GB52647	FBgn0260398
GB52648	FBgn0260856
GB52649	FBgn0259722
GB52650	FBgn0039508
GB52651	FBgn0030336
GB52652	FBgn0036994
GB52653	FBgn0025373
GB52654	FBgn0038598
GB52655	FBgn0027363
GB52656	FBgn0031629
GB52657	NA
GB52658	FBgn0086445
GB52659	FBgn0019932
GB52660	NA
GB52661	FBgn0085413
GB52662	FBgn0032859
GB52663	FBgn0032860
GB52665	NA
GB52666	NA
GB52667	NA
GB52668	NA
GB52669	NA
GB52671	FBgn0038115
GB52672	NA
GB52673	FBgn0026432
GB52674	NA
GB52675	FBgn0028690
GB52676	FBgn0036569
GB52677	FBgn0036134
GB52678	NA
GB52679	FBgn0085399
GB52680	NA
GB52681	NA
GB52682	NA
GB52684	FBgn0034472
GB52685	FBgn0050373
GB52686	FBgn0035867
GB52687	FBgn0032223
GB52688	FBgn0040286
GB52689	FBgn0039889
GB52690	FBgn0033100
GB52691	FBgn0011692
GB52692	FBgn0023522
GB52693	FBgn0022700
GB52694	FBgn0250746
GB52695	NA
GB52696	NA
GB52697	FBgn0023181
GB52698	FBgn0003660
GB52700	FBgn0037057
GB52701	FBgn0051116
GB52702	NA
GB52703	NA
GB52704	FBgn0015509
GB52705	NA
GB52706	FBgn0033365
GB52707	NA
GB52708	FBgn0004878
GB52710	NA
GB52711	FBgn0034166
GB52712	NA
GB52713	NA
GB52714	NA
GB52715	NA
GB52716	FBgn0033853
GB52717	FBgn0025709
GB52718	FBgn0083981
GB52719	FBgn0083981
GB52720	NA
GB52721	FBgn0083981
GB52722	FBgn0030946
GB52723	NA
GB52724	FBgn0034225
GB52725	NA
GB52726	FBgn0261986
GB52727	FBgn0028700
GB52728	FBgn0010551
GB52729	FBgn0002069
GB52730	NA
GB52731	FBgn0000032
GB52733	NA
GB52734	NA
GB52735	NA
GB52736	FBgn0010217
GB52737	FBgn0002566
GB52738	NA
GB52739	FBgn0027080
GB52740	FBgn0039224
GB52741	NA
GB52742	FBgn0020521
GB52743	FBgn0004875
GB52744	FBgn0024360
GB52745	FBgn0034050
GB52746	FBgn0050443
GB52747	FBgn0050340
GB52748	NA
GB52749	FBgn0032251
GB52750	FBgn0030071
GB52751	FBgn0032690
GB52752	FBgn0034435
GB52753	FBgn0037860
GB52754	FBgn0039627
GB52755	FBgn0027495
GB52756	FBgn0034225
GB52757	NA
GB52758	NA
GB52759	FBgn0029834
GB52760	NA
GB52761	FBgn0083981
GB52762	FBgn0050392
GB52763	NA
GB52765	NA
GB52766	NA
GB52767	FBgn0025833
GB52768	FBgn0032779
GB52770	NA
GB52772	NA
GB52773	NA
GB52774	FBgn0020392
GB52775	NA
GB52776	NA
GB52778	NA
GB52779	FBgn0052000
GB52780	FBgn0032059
GB52781	FBgn0008636
GB52782	FBgn0026380
GB52783	NA
GB52784	NA
GB52785	FBgn0002937
GB52786	FBgn0003660
GB52787	NA
GB52788	NA
GB52789	NA
GB52790	FBgn0052672
GB52791	FBgn0038309
GB52792	FBgn0038772
GB52793	NA
GB52794	NA
GB52795	NA
GB52796	FBgn0033528
GB52797	FBgn0000581
GB52798	NA
GB52799	FBgn0032247
GB52800	FBgn0023521
GB52801	FBgn0039924
GB52802	NA
GB52803	FBgn0029715
GB52804	FBgn0031815
GB52805	FBgn0086448
GB52806	FBgn0035337
GB52808	NA
GB52810	NA
GB52812	FBgn0013717
GB52813	NA
GB52814	NA
GB52815	NA
GB52817	NA
GB52819	FBgn0085345
GB52820	NA
GB52821	NA
GB52822	NA
GB52824	FBgn0033869
GB52825	NA
GB52826	FBgn0032172
GB52827	NA
GB52829	FBgn0013763
GB52830	NA
GB52831	NA
GB52832	NA
GB52833	NA
GB52834	NA
GB52835	NA
GB52836	NA
GB52838	NA
GB52839	NA
GB52840	FBgn0264339
GB52841	NA
GB52842	FBgn0005586
GB52843	NA
GB52844	FBgn0016660
GB52845	NA
GB52846	NA
GB52847	NA
GB52848	NA
GB52849	FBgn0261276
GB52850	NA
GB52851	NA
GB52852	FBgn0031573
GB52853	NA
GB52854	FBgn0031737
GB52856	FBgn0053555
GB52857	NA
GB52864	FBgn0029836
GB52869	NA
GB52870	NA
GB52872	NA
GB52874	NA
GB52875	FBgn0030065
GB52876	FBgn0037213
GB52877	FBgn0038073
GB52878	FBgn0038063
GB52879	FBgn0038063
GB52880	NA
GB52881	NA
GB52882	NA
GB52883	FBgn0039417
GB52885	NA
GB52886	NA
GB52887	NA
GB52888	FBgn0030834
GB52889	FBgn0024491
GB52891	NA
GB52892	NA
GB52893	FBgn0028475
GB52894	FBgn0036962
GB52895	FBgn0035647
GB52898	NA
GB52899	NA
GB52902	NA
GB52904	FBgn0015240
GB52906	NA
GB52907	FBgn0039528
GB52908	NA
GB52909	NA
GB52910	FBgn0024944
GB52911	FBgn0032346
GB52912	FBgn0000576
GB52913	FBgn0035647
GB52914	NA
GB52915	FBgn0027526
GB52916	FBgn0038890
GB52917	FBgn0033948
GB52918	FBgn0038233
GB52919	NA
GB52920	NA
GB52921	NA
GB52922	NA
GB52923	FBgn0038321
GB52924	NA
GB52925	FBgn0086911
GB52926	NA
GB52927	FBgn0086704
GB52928	NA
GB52929	FBgn0013972
GB52930	NA
GB52931	NA
GB52932	NA
GB52933	FBgn0031016
GB52934	NA
GB52935	NA
GB52936	NA
GB52937	NA
GB52938	NA
GB52939	NA
GB52940	NA
GB52941	NA
GB52942	NA
GB52943	NA
GB52944	NA
GB52945	NA
GB52946	FBgn0036239
GB52947	FBgn0051004
GB52948	NA
GB52949	NA
GB52950	NA
GB52953	FBgn0013973
GB52955	FBgn0029662
GB52956	NA
GB52957	FBgn0029003
GB52958	FBgn0029003
GB52959	NA
GB52962	NA
GB52963	NA
GB52964	NA
GB52971	NA
GB52973	FBgn0260866
GB52974	NA
GB52975	FBgn0003175
GB52976	FBgn0051618
GB52977	FBgn0035830
GB52978	FBgn0031233
GB52979	NA
GB52980	FBgn0051195
GB52981	FBgn0001084
GB52982	FBgn0032451
GB52983	FBgn0039175
GB52984	NA
GB52985	FBgn0003944
GB52986	FBgn0058042
GB52988	FBgn0037540
GB52989	NA
GB52990	NA
GB52991	FBgn0035998
GB52992	FBgn0052354
GB52993	FBgn0020440
GB52994	FBgn0023211
GB52995	NA
GB52996	FBgn0031496
GB52997	FBgn0262110
GB52998	FBgn0051803
GB52999	FBgn0005677
GB53000	FBgn0003941
GB53001	NA
GB53002	FBgn0026438
GB53005	NA
GB53006	NA
GB53007	NA
GB53008	FBgn0000497
GB53009	FBgn0031275
GB53010	NA
GB53011	FBgn0031611
GB53012	FBgn0010473
GB53013	FBgn0028482
GB53014	FBgn0002939
GB53015	FBgn0031968
GB53016	NA
GB53017	NA
GB53018	NA
GB53019	FBgn0261881
GB53020	FBgn0031495
GB53021	NA
GB53022	NA
GB53023	FBgn0035147
GB53024	FBgn0036118
GB53025	FBgn0034495
GB53026	NA
GB53027	FBgn0035754
GB53028	FBgn0032116
GB53029	FBgn0038927
GB53030	FBgn0038926
GB53031	FBgn0015299
GB53032	FBgn0034248
GB53033	NA
GB53034	FBgn0015772
GB53035	FBgn0024291
GB53036	FBgn0011739
GB53037	FBgn0038662
GB53038	FBgn0038826
GB53041	FBgn0261262
GB53042	NA
GB53043	FBgn0020762
GB53044	FBgn0030136
GB53045	FBgn0020762
GB53046	FBgn0020762
GB53047	FBgn0010406
GB53048	NA
GB53049	NA
GB53050	NA
GB53051	NA
GB53052	NA
GB53053	FBgn0028875
GB53054	NA
GB53055	FBgn0000038
GB53057	NA
GB53062	FBgn0259168
GB53063	NA
GB53064	FBgn0010482
GB53065	FBgn0005593
GB53066	NA
GB53067	NA
GB53068	FBgn0029503
GB53069	FBgn0038806
GB53070	NA
GB53072	NA
GB53073	NA
GB53075	NA
GB53077	NA
GB53078	NA
GB53079	NA
GB53080	FBgn0037756
GB53081	FBgn0037962
GB53082	FBgn0039068
GB53083	NA
GB53084	FBgn0003169
GB53085	FBgn0036893
GB53086	FBgn0011768
GB53087	NA
GB53088	FBgn0031590
GB53089	FBgn0001169
GB53090	FBgn0036557
GB53091	FBgn0032487
GB53092	FBgn0013548
GB53093	FBgn0035268
GB53094	NA
GB53096	NA
GB53097	NA
GB53098	NA
GB53099	NA
GB53100	FBgn0004394
GB53101	FBgn0020305
GB53103	NA
GB53104	FBgn0052702
GB53105	NA
GB53106	NA
GB53107	NA
GB53108	NA
GB53109	NA
GB53110	NA
GB53111	NA
GB53112	NA
GB53113	NA
GB53114	NA
GB53115	NA
GB53116	NA
GB53117	NA
GB53118	FBgn0026255
GB53119	NA
GB53120	NA
GB53121	NA
GB53122	FBgn0026255
GB53124	FBgn0058263
GB53125	NA
GB53126	FBgn0031530
GB53127	FBgn0038662
GB53128	FBgn0015338
GB53129	NA
GB53131	FBgn0260750
GB53132	FBgn0025352
GB53133	FBgn0085437
GB53134	FBgn0032456
GB53135	NA
GB53136	FBgn0022786
GB53137	NA
GB53138	FBgn0016687
GB53139	FBgn0039054
GB53140	FBgn0262517
GB53141	FBgn0033787
GB53142	FBgn0030576
GB53143	NA
GB53144	NA
GB53145	FBgn0039026
GB53146	FBgn0039130
GB53147	FBgn0025781
GB53148	FBgn0004882
GB53149	FBgn0003117
GB53150	FBgn0003117
GB53151	FBgn0036121
GB53152	FBgn0053100
GB53154	FBgn0039581
GB53155	NA
GB53158	NA
GB53159	NA
GB53160	NA
GB53161	NA
GB53162	FBgn0005561
GB53163	NA
GB53164	NA
GB53166	NA
GB53167	FBgn0085432
GB53168	NA
GB53169	NA
GB53170	NA
GB53171	FBgn0023212
GB53172	FBgn0039734
GB53173	FBgn0027086
GB53174	FBgn0086346
GB53177	FBgn0040346
GB53178	NA
GB53179	FBgn0030844
GB53180	FBgn0027338
GB53181	NA
GB53182	NA
GB53183	FBgn0013751
GB53184	FBgn0032906
GB53185	FBgn0037478
GB53186	FBgn0026741
GB53187	NA
GB53188	FBgn0029942
GB53189	FBgn0034956
GB53190	FBgn0031452
GB53191	FBgn0020304
GB53192	NA
GB53193	FBgn0034086
GB53194	FBgn0017579
GB53195	FBgn0031851
GB53196	FBgn0033229
GB53197	NA
GB53198	NA
GB53199	FBgn0030930
GB53200	FBgn0037544
GB53201	FBgn0037330
GB53202	NA
GB53203	NA
GB53204	NA
GB53205	FBgn0263865
GB53206	FBgn0263865
GB53207	NA
GB53208	FBgn0037342
GB53209	NA
GB53210	NA
GB53211	NA
GB53212	NA
GB53213	NA
GB53214	NA
GB53215	NA
GB53217	NA
GB53218	NA
GB53219	FBgn0005533
GB53220	NA
GB53221	NA
GB53222	FBgn0034066
GB53223	FBgn0030318
GB53224	NA
GB53225	FBgn0030417
GB53226	NA
GB53228	FBgn0037299
GB53229	FBgn0033692
GB53230	FBgn0025595
GB53231	FBgn0035411
GB53232	NA
GB53233	NA
GB53234	FBgn0259986
GB53235	FBgn0037672
GB53236	FBgn0037297
GB53237	FBgn0028744
GB53238	FBgn0031659
GB53239	FBgn0025621
GB53240	FBgn0033884
GB53242	FBgn0010583
GB53243	FBgn0031995
GB53244	NA
GB53245	FBgn0034372
GB53246	FBgn0025549
GB53247	FBgn0029709
GB53248	NA
GB53249	FBgn0010194
GB53250	FBgn0029861
GB53251	FBgn0243511
GB53252	NA
GB53253	FBgn0013751
GB53254	NA
GB53255	NA
GB53256	FBgn0030686
GB53257	NA
GB53258	NA
GB53259	NA
GB53260	NA
GB53261	FBgn0031734
GB53262	FBgn0039254
GB53263	NA
GB53264	NA
GB53265	FBgn0031725
GB53266	FBgn0044872
GB53268	FBgn0262169
GB53269	FBgn0035237
GB53270	FBgn0028919
GB53271	FBgn0019949
GB53272	NA
GB53274	NA
GB53275	NA
GB53278	NA
GB53284	FBgn0011829
GB53286	NA
GB53287	FBgn0031645
GB53288	FBgn0040211
GB53289	NA
GB53290	NA
GB53294	NA
GB53295	NA
GB53296	FBgn0263102
GB53297	FBgn0031378
GB53298	FBgn0015522
GB53299	FBgn0039420
GB53300	FBgn0027570
GB53301	FBgn0000250
GB53302	FBgn0031875
GB53303	FBgn0036763
GB53304	NA
GB53305	FBgn0085447
GB53306	FBgn0024320
GB53307	FBgn0085442
GB53308	NA
GB53309	NA
GB53310	FBgn0261625
GB53311	FBgn0035059
GB53312	FBgn0035392
GB53313	NA
GB53314	FBgn0010548
GB53315	NA
GB53316	FBgn0027550
GB53317	NA
GB53318	FBgn0001291
GB53319	NA
GB53320	FBgn0013813
GB53321	NA
GB53322	NA
GB53323	FBgn0045063
GB53324	NA
GB53325	FBgn0011277
GB53326	NA
GB53327	NA
GB53328	FBgn0024887
GB53329	FBgn0036143
GB53330	NA
GB53331	FBgn0039294
GB53332	FBgn0038315
GB53333	FBgn0020368
GB53334	NA
GB53335	FBgn0035211
GB53336	FBgn0036319
GB53337	NA
GB53338	FBgn0027055
GB53339	FBgn0038593
GB53340	FBgn0250788
GB53341	NA
GB53342	NA
GB53343	NA
GB53344	NA
GB53345	NA
GB53346	NA
GB53347	NA
GB53348	NA
GB53349	FBgn0023175
GB53350	NA
GB53351	FBgn0015663
GB53352	NA
GB53353	FBgn0013984
GB53354	FBgn0032402
GB53355	NA
GB53356	NA
GB53357	FBgn0262125
GB53358	FBgn0031049
GB53359	FBgn0065035
GB53360	FBgn0022097
GB53361	FBgn0040376
GB53363	FBgn0030719
GB53365	FBgn0010235
GB53366	NA
GB53367	NA
GB53368	NA
GB53369	NA
GB53370	NA
GB53371	NA
GB53372	FBgn0011280
GB53373	FBgn0052687
GB53374	NA
GB53375	FBgn0028699
GB53376	FBgn0035703
GB53377	NA
GB53378	FBgn0037120
GB53379	FBgn0040028
GB53380	FBgn0031379
GB53381	FBgn0051648
GB53382	FBgn0032597
GB53384	NA
GB53385	FBgn0034371
GB53386	NA
GB53387	FBgn0050158
GB53388	FBgn0026441
GB53389	FBgn0010391
