GB	Taxa
GB51963	Insecta
GB51964	Insecta
GB51965	Apoidea
GB51966	Insecta
GB51967	Insecta
GB51968	Insecta
GB51969	NA
GB51970	NA
GB51972	NA
GB51973	Insecta
GB51977	Insecta
GB51978	Insecta
GB51979	Hymenoptera
GB51983	Hymenoptera
GB51984	Insecta
GB51985	Hymenoptera
GB51986	NA
GB51987	NA
GB51988	NA
GB51989	Hymenoptera
GB51991	Insecta
GB51993	Insecta
GB51994	Insecta
GB51995	Insecta
GB51997	Insecta
GB51998	Insecta
GB51999	Insecta
GB52000	Hymenoptera
GB52001	Hymenoptera
GB52002	Insecta
GB52004	Apis
GB52005	NA
GB52007	Insecta
GB52008	Insecta
GB52009	Insecta
GB52010	Insecta
GB52011	NA
GB52012	Insecta
GB52013	Insecta
GB52014	Insecta
GB52015	Insecta
GB52016	NA
GB52017	Apoidea
GB52018	NA
GB52019	Hymenoptera
GB52021	Insecta
GB52022	NA
GB52023	Insecta
GB52024	NA
GB52025	Insecta
GB52026	Insecta
GB52027	Apoidea
GB52028	Insecta
GB52029	Insecta
GB52030	Insecta
GB52031	NA
GB52033	Insecta
GB52034	NA
GB52035	NA
GB52036	Insecta
GB52037	Insecta
GB52039	Insecta
GB52040	Insecta
GB52041	Insecta
GB52042	Insecta
GB52043	Insecta
GB52044	Insecta
GB52045	Insecta
GB52046	Insecta
GB52047	Insecta
GB52049	NA
GB52050	NA
GB52052	Insecta
GB52053	Insecta
GB52054	Insecta
GB52056	Insecta
GB52057	Insecta
GB52058	Insecta
GB52059	Insecta
GB52060	Insecta
GB52061	Insecta
GB52063	Insecta
GB52064	NA
GB52065	Hymenoptera
GB52067	NA
GB52068	NA
GB52069	Hymenoptera
GB52070	Insecta
GB52071	Insecta
GB52072	Insecta
GB52073	Insecta
GB52074	Insecta
GB52075	Insecta
GB52077	Insecta
GB52078	Insecta
GB52079	Insecta
GB52080	Insecta
GB52081	NA
GB52082	Insecta
GB52084	Hymenoptera
GB52085	Insecta
GB52086	Insecta
GB52087	Insecta
GB52089	NA
GB52090	Insecta
GB52091	Insecta
GB52093	Insecta
GB52094	NA
GB52095	Insecta
GB52096	Apoidea
GB52097	Insecta
GB52098	Insecta
GB52099	NA
GB52100	Insecta
GB52101	Insecta
GB52102	Insecta
GB52103	Insecta
GB52104	Insecta
GB52105	Hymenoptera
GB52106	Insecta
GB52107	Insecta
GB52108	Insecta
GB52109	Insecta
GB52110	Hymenoptera
GB52111	Hymenoptera
GB52112	NA
GB52113	Hymenoptera
GB52114	Insecta
GB52115	Insecta
GB52116	Insecta
GB52117	NA
GB52118	Insecta
GB52119	Insecta
GB52120	Insecta
GB52122	NA
GB52123	Insecta
GB52125	NA
GB52126	NA
GB52127	NA
GB52128	NA
GB52129	NA
GB52130	NA
GB52131	NA
GB52132	NA
GB52133	Insecta
GB52134	NA
GB52144	Insecta
GB52146	NA
GB52149	NA
GB52151	Insecta
GB52152	Insecta
GB52153	Insecta
GB52154	Insecta
GB52155	NA
GB52156	Hymenoptera
GB52157	Insecta
GB52158	Insecta
GB52159	Hymenoptera
GB52160	NA
GB52161	Insecta
GB52162	NA
GB52163	Hymenoptera
GB52164	Insecta
GB52165	Insecta
GB52166	Hymenoptera
GB52167	Insecta
GB52168	Insecta
GB52169	Hymenoptera
GB52170	NA
GB52171	Insecta
GB52172	Insecta
GB52174	Hymenoptera
GB52175	NA
GB52176	NA
GB52177	NA
GB52179	Insecta
GB52180	NA
GB52181	NA
GB52182	NA
GB52183	Insecta
GB52184	Hymenoptera
GB52185	Hymenoptera
GB52186	Hymenoptera
GB52187	NA
GB52188	Hymenoptera
GB52189	Insecta
GB52190	Insecta
GB52191	Insecta
GB52192	Insecta
GB52193	Insecta
GB52194	Insecta
GB52195	Insecta
GB52196	Apoidea
GB52197	Insecta
GB52198	Insecta
GB52199	NA
GB52202	Insecta
GB52203	Insecta
GB52204	Insecta
GB52205	Apoidea
GB52208	Insecta
GB52209	Insecta
GB52210	Insecta
GB52211	Insecta
GB52212	Insecta
GB52213	Insecta
GB52214	Hymenoptera
GB52215	Hymenoptera
GB52216	NA
GB52218	NA
GB52220	Insecta
GB52223	NA
GB52224	Insecta
GB52228	NA
GB52229	NA
GB52230	Insecta
GB52235	Insecta
GB52236	Insecta
GB52237	NA
GB52238	Hymenoptera
GB52239	Insecta
GB52244	Hymenoptera
GB52245	Insecta
GB52246	Insecta
GB52247	Hymenoptera
GB52248	NA
GB52249	Insecta
GB52250	Insecta
GB52251	Insecta
GB52252	Insecta
GB52253	Insecta
GB52254	Insecta
GB52255	Insecta
GB52256	Insecta
GB52257	Apoidea
GB52258	Insecta
GB52259	Insecta
GB52260	Insecta
GB52261	Insecta
GB52262	Insecta
GB52266	Insecta
GB52267	Apis
GB52268	NA
GB52269	Insecta
GB52278	Insecta
GB52279	Insecta
GB52280	Insecta
GB52281	Insecta
GB52282	Insecta
GB52283	Insecta
GB52284	Hymenoptera
GB52285	Insecta
GB52288	Insecta
GB52289	NA
GB52290	Insecta
GB52291	Insecta
GB52292	Insecta
GB52293	Insecta
GB52294	Hymenoptera
GB52296	NA
GB52298	NA
GB52299	NA
GB52302	NA
GB52303	Insecta
GB52304	Insecta
GB52305	NA
GB52306	Insecta
GB52307	Insecta
GB52308	Hymenoptera
GB52309	NA
GB52310	NA
GB52312	NA
GB52313	NA
GB52314	Insecta
GB52315	Insecta
GB52316	Insecta
GB52317	NA
GB52318	NA
GB52319	NA
GB52320	Insecta
GB52321	Insecta
GB52322	Insecta
GB52323	Insecta
GB52324	Insecta
GB52325	Insecta
GB52326	Insecta
GB52328	Insecta
GB52329	NA
GB52330	NA
GB52331	Insecta
GB52334	NA
GB52339	Insecta
GB52340	Insecta
GB52341	Insecta
GB52343	Hymenoptera
GB52344	Insecta
GB52345	Insecta
GB52346	Insecta
GB52347	Insecta
GB52348	Insecta
GB52349	Insecta
GB52350	Insecta
GB52351	Insecta
GB52352	Insecta
GB52353	Insecta
GB52354	Hymenoptera
GB52355	NA
GB52356	Insecta
GB52357	NA
GB52359	NA
GB52360	Insecta
GB52361	Hymenoptera
GB52362	Hymenoptera
GB52363	Insecta
GB52364	Insecta
GB52365	NA
GB52366	NA
GB52367	NA
GB52368	Hymenoptera
GB52369	Apis
GB52370	Apis
GB52371	NA
GB52372	NA
GB52373	Apoidea
GB52374	NA
GB52375	Hymenoptera
GB52376	Hymenoptera
GB52377	Hymenoptera
GB52378	NA
GB52379	Apoidea
GB52380	NA
GB52381	Hymenoptera
GB52382	NA
GB52383	Hymenoptera
GB52384	Apoidea
GB52385	Hymenoptera
GB52386	Insecta
GB52387	Insecta
GB52388	NA
GB52389	NA
GB52390	Insecta
GB52391	Hymenoptera
GB52392	Insecta
GB52393	Hymenoptera
GB52394	Hymenoptera
GB52395	Insecta
GB52396	Insecta
GB52397	Insecta
GB52398	Insecta
GB52399	Insecta
GB52400	Insecta
GB52402	Insecta
GB52403	Insecta
GB52404	Insecta
GB52405	Insecta
GB52406	Hymenoptera
GB52407	Insecta
GB52408	Insecta
GB52409	NA
GB52410	Hymenoptera
GB52411	Apoidea
GB52412	Insecta
GB52413	Insecta
GB52414	NA
GB52415	Hymenoptera
GB52416	Hymenoptera
GB52417	Insecta
GB52418	NA
GB52419	Insecta
GB52420	Insecta
GB52421	Insecta
GB52422	Insecta
GB52423	Insecta
GB52424	Insecta
GB52425	NA
GB52426	Insecta
GB52427	Insecta
GB52428	Insecta
GB52429	Insecta
GB52430	NA
GB52431	Hymenoptera
GB52432	Insecta
GB52433	Insecta
GB52434	Insecta
GB52435	Insecta
GB52436	Insecta
GB52437	Insecta
GB52438	Insecta
GB52439	Insecta
GB52440	NA
GB52442	Hymenoptera
GB52443	NA
GB52444	NA
GB52445	Hymenoptera
GB52446	Insecta
GB52447	Insecta
GB52448	Insecta
GB52450	NA
GB52451	NA
GB52452	NA
GB52453	Insecta
GB52454	Insecta
GB52455	Insecta
GB52456	Insecta
GB52457	Insecta
GB52458	Insecta
GB52460	NA
GB52461	NA
GB52462	Insecta
GB52463	NA
GB52464	Hymenoptera
GB52465	Hymenoptera
GB52466	Apoidea
GB52467	Apoidea
GB52468	Insecta
GB52469	Insecta
GB52470	Insecta
GB52472	Insecta
GB52473	Insecta
GB52474	NA
GB52477	NA
GB52479	NA
GB52481	NA
GB52484	NA
GB52485	NA
GB52488	NA
GB52489	Insecta
GB52490	NA
GB52492	NA
GB52493	Hymenoptera
GB52495	NA
GB52496	Insecta
GB52498	Insecta
GB52499	Insecta
GB52500	Insecta
GB52501	Hymenoptera
GB52502	Hymenoptera
GB52503	Insecta
GB52504	Insecta
GB52505	Hymenoptera
GB52507	Insecta
GB52508	Insecta
GB52510	Insecta
GB52511	Insecta
GB52512	Insecta
GB52513	Insecta
GB52514	Insecta
GB52515	Hymenoptera
GB52516	Insecta
GB52517	Insecta
GB52518	NA
GB52520	Insecta
GB52521	NA
GB52522	NA
GB52523	Hymenoptera
GB52524	Insecta
GB52525	Insecta
GB52526	Insecta
GB52527	Hymenoptera
GB52528	Insecta
GB52529	Insecta
GB52530	Insecta
GB52531	Insecta
GB52532	Insecta
GB52536	Insecta
GB52537	Insecta
GB52538	Hymenoptera
GB52539	Insecta
GB52540	Apis
GB52541	Insecta
GB52542	Insecta
GB52543	Insecta
GB52546	NA
GB52547	NA
GB52548	NA
GB52549	Apis
GB52550	NA
GB52551	NA
GB52552	NA
GB52553	Insecta
GB52555	Insecta
GB52557	Insecta
GB52559	Insecta
GB52560	Insecta
GB52563	Insecta
GB52567	Insecta
GB52568	Insecta
GB52569	Insecta
GB52570	NA
GB52571	Apoidea
GB52573	NA
GB52574	Insecta
GB52575	Insecta
GB52576	Insecta
GB52577	Insecta
GB52578	Insecta
GB52582	NA
GB52583	NA
GB52587	Insecta
GB52588	Insecta
GB52589	Insecta
GB52590	Insecta
GB52591	Insecta
GB52592	Apoidea
GB52594	NA
GB52595	Insecta
GB52596	Insecta
GB52597	Hymenoptera
GB52598	Insecta
GB52600	Insecta
GB52601	Insecta
GB52602	Hymenoptera
GB52603	Hymenoptera
GB52604	Insecta
GB52605	NA
GB52609	NA
GB52610	Apoidea
GB52611	Insecta
GB52612	Insecta
GB52613	Insecta
GB52614	Insecta
GB52616	Insecta
GB52618	Insecta
GB52619	Insecta
GB52620	Insecta
GB52621	Insecta
GB52622	NA
GB52624	Insecta
GB52625	Insecta
GB52626	Hymenoptera
GB52627	Insecta
GB52628	Insecta
GB52629	Insecta
GB52630	Insecta
GB52631	Insecta
GB52632	Insecta
GB52634	Hymenoptera
GB52635	Apoidea
GB52636	Insecta
GB52637	Insecta
GB52638	Insecta
GB52639	Insecta
GB52640	Insecta
GB52641	Insecta
GB52642	Insecta
GB52643	Insecta
GB52644	Insecta
GB52645	Insecta
GB52646	Insecta
GB52647	Insecta
GB52648	Insecta
GB52649	Insecta
GB52650	Insecta
GB52651	Insecta
GB52652	Insecta
GB52653	Insecta
GB52654	Insecta
GB52659	Insecta
GB52660	Hymenoptera
GB52661	Insecta
GB52662	Insecta
GB52671	Insecta
GB52673	Insecta
GB52674	Insecta
GB52675	Insecta
GB52676	Insecta
GB52677	Insecta
GB52679	Insecta
GB52680	Insecta
GB52684	Insecta
GB52685	Insecta
GB52686	Insecta
GB52687	Insecta
GB52688	Insecta
GB52689	Insecta
GB52690	Insecta
GB52691	Insecta
GB52692	Insecta
GB52693	Insecta
GB52694	Insecta
GB52695	Insecta
GB52696	Hymenoptera
GB52697	Insecta
GB52698	Insecta
GB52700	Insecta
GB52701	Insecta
GB52702	Insecta
GB52703	NA
GB52704	Insecta
GB52705	Hymenoptera
GB52706	Insecta
GB52707	Hymenoptera
GB52708	Insecta
GB52710	Hymenoptera
GB52711	Insecta
GB52712	Insecta
GB52715	Hymenoptera
GB52716	Insecta
GB52717	Insecta
GB52718	Insecta
GB52719	Insecta
GB52720	NA
GB52721	Insecta
GB52722	Insecta
GB52723	Insecta
GB52724	Insecta
GB52725	Insecta
GB52726	Insecta
GB52727	Insecta
GB52728	Insecta
GB52729	Insecta
GB52730	Hymenoptera
GB52731	Insecta
GB52735	Hymenoptera
GB52736	Insecta
GB52737	Insecta
GB52738	Hymenoptera
GB52739	Insecta
GB52740	Insecta
GB52741	Insecta
GB52742	Insecta
GB52743	Insecta
GB52744	Insecta
GB52745	Insecta
GB52746	Insecta
GB52747	Insecta
GB52748	Insecta
GB52749	Insecta
GB52750	Insecta
GB52751	Insecta
GB52752	Insecta
GB52753	Insecta
GB52754	Insecta
GB52755	Insecta
GB52756	Insecta
GB52757	Insecta
GB52758	Hymenoptera
GB52759	Insecta
GB52760	NA
GB52762	Insecta
GB52763	Insecta
GB52765	Hymenoptera
GB52766	NA
GB52767	Insecta
GB52768	Insecta
GB52770	NA
GB52772	NA
GB52773	Hymenoptera
GB52774	Insecta
GB52775	Insecta
GB52776	Hymenoptera
GB52778	Apoidea
GB52779	Insecta
GB52780	Insecta
GB52781	Insecta
GB52782	Insecta
GB52783	Insecta
GB52784	NA
GB52785	Insecta
GB52786	Insecta
GB52788	NA
GB52789	Insecta
GB52790	Insecta
GB52791	Insecta
GB52792	Insecta
GB52793	Insecta
GB52796	Insecta
GB52797	Insecta
GB52798	Insecta
GB52799	Insecta
GB52800	Insecta
GB52801	Insecta
GB52802	Insecta
GB52803	Insecta
GB52804	Insecta
GB52805	Insecta
GB52806	Insecta
GB52808	NA
GB52810	Insecta
GB52812	Insecta
GB52813	Insecta
GB52814	Insecta
GB52819	Insecta
GB52820	Insecta
GB52824	Insecta
GB52825	Insecta
GB52826	Insecta
GB52827	Insecta
GB52829	Insecta
GB52830	NA
GB52831	Apoidea
GB52832	Apoidea
GB52833	Hymenoptera
GB52835	NA
GB52838	Hymenoptera
GB52839	NA
GB52840	Insecta
GB52841	Hymenoptera
GB52842	Insecta
GB52843	NA
GB52844	Insecta
GB52845	Insecta
GB52846	Insecta
GB52847	NA
GB52848	Insecta
GB52849	Insecta
GB52851	NA
GB52852	Insecta
GB52853	NA
GB52854	Insecta
GB52864	Insecta
GB52875	Insecta
GB52876	Insecta
GB52877	Insecta
GB52878	Insecta
GB52879	Insecta
GB52880	Insecta
GB52881	NA
GB52882	Insecta
GB52883	Insecta
GB52885	Insecta
GB52887	Insecta
GB52888	Insecta
GB52889	Insecta
GB52902	Insecta
GB52904	Insecta
GB52906	Hymenoptera
GB52907	Insecta
GB52908	NA
GB52909	NA
GB52910	Insecta
GB52911	Insecta
GB52912	Insecta
GB52914	NA
GB52915	Insecta
GB52916	Insecta
GB52917	Insecta
GB52918	Insecta
GB52920	Hymenoptera
GB52921	NA
GB52922	NA
GB52923	Insecta
GB52924	NA
GB52925	Insecta
GB52926	Hymenoptera
GB52927	Insecta
GB52928	Hymenoptera
GB52929	Insecta
GB52930	NA
GB52931	NA
GB52932	NA
GB52933	Insecta
GB52934	NA
GB52935	NA
GB52937	Insecta
GB52938	Apoidea
GB52939	NA
GB52940	NA
GB52942	NA
GB52943	NA
GB52944	NA
GB52946	Insecta
GB52947	Insecta
GB52948	Insecta
GB52949	NA
GB52950	NA
GB52953	Insecta
GB52955	Insecta
GB52956	Insecta
GB52957	Insecta
GB52958	Insecta
GB52959	NA
GB52962	Hymenoptera
GB52973	Insecta
GB52975	Insecta
GB52976	Insecta
GB52977	Insecta
GB52978	Insecta
GB52979	Insecta
GB52980	Insecta
GB52981	Insecta
GB52982	Insecta
GB52983	Insecta
GB52985	Insecta
GB52986	Insecta
GB52988	Insecta
GB52989	Insecta
GB52990	Insecta
GB52991	Insecta
GB52992	Insecta
GB52993	Insecta
GB52995	Insecta
GB52996	Insecta
GB52997	Insecta
GB52998	Insecta
GB52999	Insecta
GB53000	Insecta
GB53001	Hymenoptera
GB53002	Insecta
GB53005	Insecta
GB53006	Insecta
GB53007	NA
GB53008	Insecta
GB53009	Insecta
GB53010	Insecta
GB53011	Insecta
GB53012	Insecta
GB53013	Insecta
GB53014	Insecta
GB53015	Insecta
GB53016	Apoidea
GB53017	Hymenoptera
GB53018	Hymenoptera
GB53019	Insecta
GB53020	Insecta
GB53021	Insecta
GB53022	NA
GB53023	Insecta
GB53024	Insecta
GB53025	Insecta
GB53026	NA
GB53027	Insecta
GB53028	Insecta
GB53029	Insecta
GB53030	Insecta
GB53031	Insecta
GB53032	Insecta
GB53033	Insecta
GB53034	Insecta
GB53035	Insecta
GB53036	Insecta
GB53037	Insecta
GB53038	Insecta
GB53041	Insecta
GB53042	NA
GB53043	Insecta
GB53044	Insecta
GB53045	Insecta
GB53046	Insecta
GB53047	Insecta
GB53048	NA
GB53049	NA
GB53050	NA
GB53051	NA
GB53053	Insecta
GB53054	Insecta
GB53055	Insecta
GB53062	Insecta
GB53064	Insecta
GB53065	Insecta
GB53066	Insecta
GB53067	Insecta
GB53068	Insecta
GB53069	Insecta
GB53070	Insecta
GB53073	Hymenoptera
GB53075	NA
GB53077	Insecta
GB53078	Hymenoptera
GB53079	Insecta
GB53080	Insecta
GB53081	Insecta
GB53082	Insecta
GB53083	Insecta
GB53084	Insecta
GB53085	Insecta
GB53086	Insecta
GB53088	Insecta
GB53089	Insecta
GB53090	Insecta
GB53091	Insecta
GB53092	Insecta
GB53093	Insecta
GB53096	Hymenoptera
GB53097	NA
GB53098	NA
GB53099	Hymenoptera
GB53100	Insecta
GB53101	Insecta
GB53103	NA
GB53104	Insecta
GB53105	Hymenoptera
GB53106	NA
GB53107	NA
GB53108	NA
GB53109	NA
GB53110	NA
GB53111	NA
GB53112	Hymenoptera
GB53113	NA
GB53114	NA
GB53115	NA
GB53116	NA
GB53118	Insecta
GB53119	NA
GB53121	NA
GB53122	Insecta
GB53124	Insecta
GB53125	Apis
GB53126	Insecta
GB53127	Insecta
GB53128	Insecta
GB53129	NA
GB53131	Insecta
GB53132	Insecta
GB53133	Insecta
GB53134	Insecta
GB53135	Insecta
GB53136	Insecta
GB53137	Insecta
GB53138	Insecta
GB53139	Insecta
GB53140	Insecta
GB53141	Insecta
GB53142	Insecta
GB53143	Insecta
GB53145	Insecta
GB53146	Insecta
GB53147	Insecta
GB53148	Insecta
GB53149	Insecta
GB53150	Insecta
GB53151	Insecta
GB53152	Insecta
GB53154	Insecta
GB53155	Insecta
GB53159	NA
GB53161	Hymenoptera
GB53162	Insecta
GB53163	Insecta
GB53164	Insecta
GB53166	Insecta
GB53167	Insecta
GB53169	Insecta
GB53172	Insecta
GB53173	Insecta
GB53174	Insecta
GB53177	Insecta
GB53179	Insecta
GB53180	Insecta
GB53181	NA
GB53183	Insecta
GB53184	Insecta
GB53185	Insecta
GB53186	Insecta
GB53187	NA
GB53188	Insecta
GB53189	Insecta
GB53190	Insecta
GB53191	Insecta
GB53192	Hymenoptera
GB53193	Insecta
GB53194	Insecta
GB53195	Insecta
GB53196	Insecta
GB53197	Insecta
GB53198	NA
GB53199	Insecta
GB53200	Insecta
GB53201	Insecta
GB53203	NA
GB53205	Insecta
GB53206	Insecta
GB53207	Insecta
GB53208	Insecta
GB53209	Hymenoptera
GB53213	NA
GB53214	NA
GB53215	NA
GB53218	NA
GB53219	Insecta
GB53220	Insecta
GB53221	Insecta
GB53222	Insecta
GB53223	Insecta
GB53224	NA
GB53225	Insecta
GB53226	NA
GB53228	Insecta
GB53229	Insecta
GB53230	Insecta
GB53231	Insecta
GB53233	NA
GB53234	Insecta
GB53235	Insecta
GB53236	Insecta
GB53237	Insecta
GB53238	Insecta
GB53239	Insecta
GB53240	Insecta
GB53242	Insecta
GB53243	Insecta
GB53245	Insecta
GB53246	Insecta
GB53247	Insecta
GB53249	Insecta
GB53250	Insecta
GB53251	Insecta
GB53252	NA
GB53253	Insecta
GB53254	NA
GB53255	NA
GB53256	Insecta
GB53257	Insecta
GB53258	Hymenoptera
GB53260	NA
GB53261	Insecta
GB53262	Insecta
GB53268	Insecta
GB53269	Insecta
GB53270	Insecta
GB53271	Insecta
GB53275	Insecta
GB53284	Insecta
GB53286	Insecta
GB53287	Insecta
GB53288	Insecta
GB53289	Insecta
GB53294	Hymenoptera
GB53295	Hymenoptera
GB53296	Insecta
GB53297	Insecta
GB53298	Insecta
GB53299	Insecta
GB53300	Insecta
GB53301	Insecta
GB53302	Insecta
GB53303	Insecta
GB53305	Insecta
GB53306	Insecta
GB53307	Insecta
GB53308	NA
GB53309	NA
GB53310	Insecta
GB53311	Insecta
GB53312	Insecta
GB53313	NA
GB53314	Insecta
GB53315	Insecta
GB53316	Insecta
GB53317	Insecta
GB53318	Insecta
GB53319	Hymenoptera
GB53320	Insecta
GB53321	Insecta
GB53322	Insecta
GB53323	Insecta
GB53324	Insecta
GB53326	Hymenoptera
GB53327	Hymenoptera
GB53328	Insecta
GB53329	Insecta
GB53331	Insecta
GB53332	Insecta
GB53333	Insecta
GB53334	Insecta
GB53335	Insecta
GB53336	Insecta
GB53337	Insecta
GB53338	Insecta
GB53339	Insecta
GB53340	Insecta
GB53341	Insecta
GB53342	NA
GB53343	Insecta
GB53344	Hymenoptera
GB53345	Insecta
GB53347	Hymenoptera
GB53348	Insecta
GB53349	Insecta
GB53351	Insecta
GB53352	NA
GB53353	Insecta
GB53354	Insecta
GB53355	Hymenoptera
GB53357	Insecta
GB53359	Insecta
GB53360	Insecta
GB53361	Insecta
GB53363	Insecta
GB53365	Insecta
GB53367	Insecta
GB53368	Hymenoptera
GB53369	Apoidea
GB53370	Hymenoptera
GB53371	NA
GB53372	Insecta
GB53373	Insecta
GB53374	Insecta
GB53375	Insecta
GB53376	Insecta
GB53377	NA
GB53378	Insecta
GB53379	Insecta
GB53380	Insecta
GB53381	Insecta
GB53382	Insecta
GB53384	Insecta
GB53385	Insecta
GB53386	NA
GB53387	Insecta
GB53388	Insecta
GB53389	Insecta
GB53391	NA
GB53392	NA
GB53394	Insecta
GB53395	Insecta
GB53396	Insecta
GB53397	Insecta
GB53398	Insecta
GB53400	NA
GB53401	Insecta
GB53402	Insecta
GB53403	Insecta
GB53404	Insecta
GB53405	Insecta
GB53406	Insecta
GB53407	Insecta
GB53408	Hymenoptera
GB53409	Hymenoptera
GB53410	Insecta
GB53411	Insecta
GB53412	Insecta
GB53414	Insecta
GB53415	Insecta
GB53417	Insecta
GB53418	Insecta
GB53419	Insecta
GB53420	Insecta
GB53421	Insecta
GB53422	Insecta
GB53424	Insecta
GB53426	Insecta
GB53427	Insecta
GB53428	Insecta
GB53430	Insecta
GB53431	Insecta
GB53432	Apoidea
GB53433	Insecta
GB53434	Insecta
GB53435	Insecta
GB53436	Insecta
GB53437	Insecta
GB53438	Insecta
GB53439	Insecta
GB53440	Insecta
GB53441	Insecta
GB53442	Hymenoptera
GB53443	Hymenoptera
GB53444	Hymenoptera
GB53445	Hymenoptera
GB53446	NA
GB53447	Hymenoptera
GB53448	Hymenoptera
GB53449	Hymenoptera
GB53450	Hymenoptera
GB53451	Hymenoptera
GB53452	Hymenoptera
GB53453	Hymenoptera
GB53454	Hymenoptera
GB53455	Hymenoptera
GB53456	Hymenoptera
GB53458	Apoidea
GB53459	Hymenoptera
GB53460	Hymenoptera
GB53461	Insecta
GB53462	Insecta
GB53463	Hymenoptera
GB53464	Hymenoptera
GB53465	NA
GB53466	Hymenoptera
GB53467	NA
GB53468	Hymenoptera
GB53469	Hymenoptera
GB53470	Hymenoptera
GB53471	Hymenoptera
GB53472	Hymenoptera
GB53473	Insecta
GB53474	Hymenoptera
GB53475	Hymenoptera
GB53476	Hymenoptera
GB53477	Hymenoptera
GB53478	Insecta
GB53479	Insecta
GB53480	Insecta
GB53481	Hymenoptera
GB53482	Insecta
GB53483	Insecta
GB53484	Hymenoptera
GB53485	Hymenoptera
GB53486	Hymenoptera
GB53487	Hymenoptera
GB53488	Hymenoptera
GB53489	Insecta
GB53490	Hymenoptera
GB53491	Hymenoptera
GB53493	Insecta
GB53498	NA
GB53499	NA
GB53500	Hymenoptera
GB53503	Insecta
GB53504	Hymenoptera
GB53505	Hymenoptera
GB53506	Insecta
GB53512	Insecta
GB53513	Insecta
GB53514	Hymenoptera
GB53516	Insecta
GB53517	Insecta
GB53518	Insecta
GB53520	Insecta
GB53521	Hymenoptera
GB53522	Insecta
GB53523	NA
GB53524	Hymenoptera
GB53525	NA
GB53527	Hymenoptera
GB53528	Hymenoptera
GB53529	NA
GB53530	Insecta
GB53531	Insecta
GB53532	Insecta
GB53533	NA
GB53535	NA
GB53536	NA
GB53537	NA
GB53538	Insecta
GB53539	Insecta
GB53540	Insecta
GB53541	NA
GB53542	NA
GB53545	NA
GB53547	NA
GB53548	Hymenoptera
GB53550	Insecta
GB53553	NA
GB53555	NA
GB53556	NA
GB53557	Insecta
GB53559	NA
GB53562	Insecta
GB53565	Insecta
GB53566	Insecta
GB53567	Insecta
GB53568	Apoidea
GB53570	Insecta
GB53572	NA
GB53573	NA
GB53574	Insecta
GB53575	NA
GB53576	Apis
GB53578	Insecta
GB53579	Insecta
GB53580	Insecta
GB53581	Insecta
GB53582	Insecta
GB53584	NA
GB53585	NA
GB53586	NA
GB53587	NA
GB53588	NA
GB53589	Insecta
GB53590	NA
GB53591	NA
GB53592	Insecta
GB53593	Insecta
GB53595	NA
GB53596	Insecta
GB53597	NA
GB53598	Insecta
GB53599	NA
GB53600	NA
GB53602	Insecta
GB53603	Insecta
GB53604	Insecta
GB53605	Insecta
GB53606	Insecta
GB53607	Insecta
GB53609	Insecta
GB53610	NA
GB53611	Insecta
GB53613	Hymenoptera
GB53614	Insecta
GB53615	Insecta
GB53616	Insecta
GB53617	Insecta
GB53618	NA
GB53619	Insecta
GB53620	Apis
GB53621	NA
GB53622	NA
GB53623	NA
GB53624	NA
GB53625	Insecta
GB53627	Insecta
GB53632	Apoidea
GB53633	Hymenoptera
GB53634	Insecta
GB53635	NA
GB53636	Apoidea
GB53637	Insecta
GB53638	NA
GB53639	Insecta
GB53640	NA
GB53641	Hymenoptera
GB53643	NA
GB53644	Insecta
GB53645	NA
GB53646	Insecta
GB53647	Insecta
GB53648	Insecta
GB53649	Insecta
GB53650	Insecta
GB53651	Insecta
GB53652	Insecta
GB53653	Insecta
GB53654	Insecta
GB53655	Hymenoptera
GB53656	Insecta
GB53657	Insecta
GB53658	Insecta
GB53659	Insecta
GB53660	NA
GB53661	Insecta
GB53662	Insecta
GB53663	Insecta
GB53664	Insecta
GB53665	Insecta
GB53666	Insecta
GB53667	Insecta
GB53668	Insecta
GB53669	Insecta
GB53670	Insecta
GB53671	Insecta
GB53672	Insecta
GB53673	NA
GB53674	Insecta
GB53675	Hymenoptera
GB53676	Insecta
GB53677	Insecta
GB53679	Hymenoptera
GB53680	NA
GB53681	Insecta
GB53682	Hymenoptera
GB53683	Insecta
GB53685	Insecta
GB53687	Hymenoptera
GB53688	Insecta
GB53689	Hymenoptera
GB53690	Insecta
GB53691	NA
GB53693	NA
GB53694	NA
GB53695	Insecta
GB53696	Insecta
GB53697	Insecta
GB53698	Hymenoptera
GB53699	Insecta
GB53700	Insecta
GB53701	Insecta
GB53702	Insecta
GB53703	Insecta
GB53705	Insecta
GB53706	Insecta
GB53707	Insecta
GB53708	Insecta
GB53709	Insecta
GB53710	Insecta
GB53712	Insecta
GB53713	Insecta
GB53714	Hymenoptera
GB53715	Hymenoptera
GB53716	Insecta
GB53717	Hymenoptera
GB53719	Insecta
GB53720	NA
GB53721	Insecta
GB53722	Insecta
GB53723	Insecta
GB53725	Insecta
GB53726	Insecta
GB53727	Insecta
GB53728	Hymenoptera
GB53729	Insecta
GB53731	Hymenoptera
GB53732	Hymenoptera
GB53733	Insecta
GB53735	Insecta
GB53736	Insecta
GB53737	Hymenoptera
GB53738	NA
GB53739	NA
GB53740	Insecta
GB53742	Hymenoptera
GB53743	NA
GB53744	NA
GB53745	NA
GB53746	Insecta
GB53747	Insecta
